Ulica,Nr,Obiekt,Nr_rej_zabytków
BOGUCKIEGO Mieczysława,051,dom,
BOGUCKIEGO Mieczysława,062,dom,
BOGUCKIEGO Mieczysława,062 k.,bud. gospodarczy,
BOGUCKIEGO Mieczysława,065,dom ,
BOGUCKIEGO Mieczysława,067,dom i bud. gospodarczy,
BOGUCKIEGO Mieczysława,081,dom i bud. gospodarczy,
BOGUCKIEGO Mieczysława,085,dom,
BOGUCKIEGO Mieczysława,085,bud. gospodarczy,
BOGUCKIEGO Mieczysława,097,dom,
BOGUCKIEGO Mieczysława,103,dom,
BOGUCKIEGO Mieczysława,117,dom,
BOGUCKIEGO Mieczysława,121,budynek w głebi,
BOGUCKIEGO Mieczysława,133,dom,
BOGUCKIEGO Mieczysława,133,bud. gospodarczy 1,
BOGUCKIEGO Mieczysława,133,bud. gospodarczy 2,
BOGUSŁAWSKIEGO Wojciecha,2, Bank Ziemski Prowincji Prus Zachodnich,1253
BOGUSŁAWSKIEGO Wojciecha,4 A,dom,
BOHATERÓW GETTA WARSZAWSKIEGO,4,dom,
BOHATERÓW GETTA WARSZAWSKIEGO,8,dom,
BOHATERÓW GETTA WARSZAWSKIEGO,9,dom,
BOHATERÓW GETTA WARSZAWSKIEGO,11,dom,
BOHATERÓW GETTA WARSZAWSKIEGO,12,dom, usługi: sklep,
BOHATERÓW GETTA WARSZAWSKIEGO,13,dom,
BOHATERÓW GETTA WARSZAWSKIEGO,14,dom, usługi,
BOHATERÓW GETTA WARSZAWSKIEGO,15,dom,
BOHATERÓW GETTA WARSZAWSKIEGO,16,dom, ogrodzenie,
BORA-KOMOROWSKIEGO TADEUSZA gen.,13,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,3,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,6,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,11,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,14,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,18,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,21,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,87,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,88,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,91,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,92,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,93,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,94,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,95,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,96,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,97,dom,
BORA-KOMOROWSKIEGO TADEUSZA gen.,98,dom,
BOTANICZNA ,006,dom,
BOTANICZNA ,006,dom,
BRACKA,1,kolonia domów robotniczych Fundacji dr Abegga,961
BRACKA,5/9,kolonia domów robotniczych Fundacji dr Abegga,961
BRACKA,10/11,kolonia domów robotniczych Fundacji dr Abegga,961
BRACKA,12/13,kolonia domów robotniczych Fundacji dr Abegga,961
BRACKA,14/15,kolonia domów robotniczych Fundacji dr Abegga,961
BRACKA,16/17,kolonia domów robotniczych Fundacji dr Abegga,961
BRACKA,18,kolonia domów robotniczych Fundacji dr Abegga,961
BRATKI ,005,dom,
BRATKI ,005,dom,
BRUKOWA ,2/4,dom,
BRUKOWA ,9/11,dom,
BRUKOWA ,10/12,dom,
BRYGIDKI,,zespół klasztoru Brygidek (kościół św. Brygidy, mur),440
BRYGIDKI,14,kamienica,976
BRZECHWY Jana,2,kamienica,
BRZECHWY Jana,3,kamienica,
BRZECHWY Jana,4,kamienica,
BRZECHWY Jana,5,kamienica,
BRZECHWY Jana,6,kamienica,
BRZECHWY Jana,7,kamienica,
BRZECHWY Jana,8,kamienica,
BRZECHWY Jana,10,kamienica,
BRZEGI,,cmentarz,
BRZEGI,15,dom,
BRZEGI,15,dom,
BRZEGI,30,dom,
BRZEGI,35/36,dom,
BRZEGI,37/38,dom,
BRZEGI,39,dom,
BRZEGI,41,dom,
BRZEGI,42,dom,
BRZEGI,43,dom,
BRZEGI,47,dom,
BRZEGI,48,kosciół p.w. św. Ignacego,544
BRZEGI,48,drewniana dzwonnica,544
BRZEGI,49,plebania,544
BRZEGI,50 A/51,2 budynki szkolne wraz z sanitariatami,1689
BRZEGI,53,dom,
BRZEGI,55,dom,
BRZEGI,45,dom,
BRZEGI,49,dom,
BRZEŹNIEŃSKA,3,dom,
BRZEŹNIEŃSKA,5,dom,
BRZEŹNIEŃSKA,9,dom,
BRZEŹNIEŃSKA,9 C,dom,
BRZOZOWA,1,kamienica,
BRZOZOWA,2,kamienica,
BRZOZOWA,3 A,kamienica,
BRZOZOWA,3 B,kamienica,
BRZOZOWA,11,kamienica,
BRZOZOWA,12,kamienica,
BRZOZOWA,13,kamienica,
BRZOZOWA,13 A,kamienica,
BRZOZOWA,14,kamienica,
BRZOZOWA,14 A,kamienica,
BRZOZOWA,15,kamienica,
BUCZKA Mariana,1,dom,
BUCZKA Mariana,2,dom,
BUCZKA Mariana,3,dom,
BUCZKA Mariana,4,dom,
BUCZKA Mariana,5,dom,
BUCZKA Mariana,6,dom,
BUCZKA Mariana,7,dom,
BUCZKA Mariana,8,b. gospodarczy,
BUCZKA Mariana,9,dom,
BUCZKA Mariana,10,dom,
BUCZKA Mariana,10 A,dom,
BUCZKA Mariana,12,dom,
BUCZKA Mariana,14,kamienica,
BUCZKA Mariana,15,kamienica,
BUCZKA Mariana,16,kamienica,
BUDZYSZA Wosia,2,dom,
BUDZYSZA Wosia,4,dom,
BUDZYSZA Wosia,6,dom,
BUDZYSZA Wosia,15,dom,
BYTOWSKA,1 a, Kuźnia Oliwska muzeum - dawna kuźnia,61
BYTOWSKA,1, dwór,716
BYTOWSKA,1, oficyna ,
BYTOWSKA,1 A,dom ceglany kowala ,
BYTOWSKA,2,dom mieszkalny ,116
BYTOWSKA,2 k.,budynek gospodarczy,
BYTOWSKA,3,budynek mieszkalny,
BYTOWSKA,3 A,budynek mieszkalnyi,
BYTOWSKA,3 B,budynek mieszkalny,
BYTOWSKA,4, dwór, ob. restauracja ,78
BYTOWSKA,5,d. restauracja,
BYTOWSKA,6,leśniczówka,
BYTOWSKA,6,bud.gospodarczy,
CEGLANA,1,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,2,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,3,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,4,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,5,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,6,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,7,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,8,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,9,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,10,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,11,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,12,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,13,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,14,osiedle domków robotniczych Fundacji dr Abegga ,985
CEGLANA,15,osiedle domków robotniczych Fundacji dr Abegga ,985
CEYNOWY Floriana,2,dom,
CEYNOWY Floriana,4,dom,
CEYNOWY Floriana,5,dom,
CEYNOWY Floriana,6,willa,1780
CHLEBNICKA,1,kamienica,758
CHLEBNICKA,2,Szkoła Mariacka,
CHLEBNICKA,3 (3/8),kamienica,
CHLEBNICKA,4 (3/8),kamienica,
CHLEBNICKA,5 (3/8),kamienica,
CHLEBNICKA,6 (3/8),kamienica,
CHLEBNICKA,7 (3/8),kamienica,
CHLEBNICKA,8 (3/8),kamienica,
CHLEBNICKA,9 (9/10),kamienica,
CHLEBNICKA,10 (9/10),kamienica,
CHLEBNICKA,11 (11/12),kamienica,759
CHLEBNICKA,12 (11/12),kamienica,
CHLEBNICKA,13 (13/16),kamienica,
CHLEBNICKA,14 (13/16),kamienica,
CHLEBNICKA,15 (13/16),kamienica,
CHLEBNICKA,16 (13/16),kamienica Dom Angielski,140
CHLEBNICKA,17 (17/18),kamienica,
CHLEBNICKA,18 (17/18),kamienica,
CHLEBNICKA,19 (19/20),kamienica,
CHLEBNICKA,20 (19/20),kamienica,
CHLEBNICKA,21,brama Chlebnicka,192
CHLEBNICKA,23,kamienica,
CHLEBNICKA,24 (24/25),kamienica,760
CHLEBNICKA,25 (24/25),kamienica,761
CHLEBNICKA,26,kamienica,
CHLEBNICKA,27 (27/28),kamienica,
CHLEBNICKA,28 (2728),kamienica,762
CHLEBNICKA,29,kamienica,763
CHLEBNICKA,30 (30/32),kamienica,
CHLEBNICKA,31 (30/32),kamienica,
CHLEBNICKA,32 (30/32),kamienica,
CHLEBNICKA,33 (33/35),kamienica,
CHLEBNICKA,34 (33/35),kamienica,
CHLEBNICKA,35 (33/35),kamienica,
CHLEBNICKA,36,kamienica,764
CHLEBNICKA,37 (37/38),kamienica,
CHLEBNICKA,38 (37/38),kamienica,
CHLEBNICKA,39 (39/40),kamienica,
CHLEBNICKA,40 (39/40),kamienica,
CHLEBNICKA,41 (41/42),kamienica,
CHLEBNICKA,42 (41/42),kamienica,
CHLEBNICKA,43 (43/44),kamienica,
CHLEBNICKA,44 (43/44),kamienica,
CHLEBNICKA,45 (45/46),kamienica,
CHLEBNICKA,46 (45/46),kamienica,
CHLEBNICKA,47,kamienica,
CHLEBNICKA,49 (48/51),kamienica,
CHLEBNICKA,50 (48/51),kamienica,
CHLEBNICKA,51 (48/51),kamienica,
CHLEBNICKA,,brama cmentarna Bazyliki Mariackiej,124
CHŁODNA,3,kamienica,
CHŁODNA,3 A,kamienica,
CHŁODNA,4,kamienica,
CHŁODNA,5,kamienica,
CHŁODNA,6,kamienica,
CHŁODNA,7 A,kamienica,
CHŁODNA,7 B,kamienica,
CHŁODNA,7 C,kamienica,
CHŁODNA,9,kamienica,
CHŁODNA,10,kamienica,
CHŁODNA,10,drugi budynek,
CHŁODNA,13,kamienica,
CHŁODNA,14,kamienica,
CHŁODNA,15,kamienica,
CHMIELNA,002,pierwszy spichlerz Daleka Droga  - fragmenty murów,136
CHMIELNA,003,drugi spichlerz Daleka Droga - fragmenty murów,136
CHMIELNA,007,spichlerz Woli łeb,
CHMIELNA,009,spichlerz Deo,
CHMIELNA,037/38,spichlerz „Mały Groddeck” (Dębowy Rożek) [nr 37],579
CHMIELNA,037/38 ,spichlerz Wielki Groddeck (Śpiewak) [nr 38],579
CHMIELNA,053,d. spichlerz Wisłoujście (Błękitny Lew),425
CHMIELNA,056 (d.58),d. spichlerz Trupia Czaszka,539
CHMIELNA,059-62,spichlerz Pod Koroną,542
CHMIELNA,059-62,spichlerz Elbląg,542
CHMIELNA,059-62,spichlerz Toruń,542
CHMIELNA,059-62,spichlerz Gdańsk,542
CHMIELNA,067/68,spichlerz Biały Koń,580
CHMIELNA,067/68,spichlerz Czerwony Lew,580
CHMIELNA,111,d. spichlerz Steffen (Cieślarnia),578
CHMIELNA,114,d. spichlerz: Węgier,
CHMIELNA,116,d. spichlerz: Książę,
CHOCISZEWSKIEGO Józefa,2,dom, ,
CHOCISZEWSKIEGO Józefa,4,dom,
CHOCISZEWSKIEGO Józefa,10,dom,
CHOCISZEWSKIEGO Józefa,12,dom,
CHODACKIEGO Mariana,26,magazyn,
CHODOWIECKIEGO Daniela,01,dom,
CHODOWIECKIEGO Daniela,04,dom,
CHODOWIECKIEGO Daniela,06,dom,
CHODOWIECKIEGO Daniela,07,dom,
CHODOWIECKIEGO Daniela,08,dom,
CHODOWIECKIEGO Daniela,09,dom,
CHODOWIECKIEGO Daniela,10,dom,
CHODOWIECKIEGO Daniela,11,dom,
CHODOWIECKIEGO Daniela,12,dom,
CHODOWIECKIEGO Daniela,13,dom,
CHOPINA Fryderyka,1,dom,
CHOPINA Fryderyka,2,dom,
CHOPINA Fryderyka,3,dom,
CHOPINA Fryderyka,4,dom,
CHOPINA Fryderyka,5,dom,
CHOPINA Fryderyka,6,dom,
CHOPINA Fryderyka,7,dom,
CHOPINA Fryderyka,8,dom,
CHOPINA Fryderyka,9,dom,
CHOPINA Fryderyka,10,dom,
CHOPINA Fryderyka,11,dom,
CHOPINA Fryderyka,12,dom,
CHOPINA Fryderyka,13,dom,
CHOPINA Fryderyka,14,dom,
CHOPINA Fryderyka,15,dom,
CHOPINA Fryderyka,16,dom,
CHOPINA Fryderyka,17,dom,
CHOPINA Fryderyka,18,dom,
CHOPINA Fryderyka,19,dom,
CHOPINA Fryderyka,20,dom,
CHOPINA Fryderyka,21,dom,
CHOPINA Fryderyka,22,dom,
CHOPINA Fryderyka,23,dom,
CHOPINA Fryderyka,24,dom,
CHOPINA Fryderyka,25,dom,
CHOPINA Fryderyka,26,dom,
CHOPINA Fryderyka,27,dom,
CHOPINA Fryderyka,28,dom,
CHOPINA Fryderyka,29,dom,
CHOPINA Fryderyka,30,dom,
CHOPINA Fryderyka,31,dom,
CHOPINA Fryderyka,32,dom,
CHOPINA Fryderyka,33,dom,
CHOPINA Fryderyka,34,dom,
CHOPINA Fryderyka,35,dom,
CHOPINA Fryderyka,36,dom,
CHOPINA Fryderyka,38 A,dom,
CHOPINA Fryderyka,38,dom,
CHOPINA Fryderyka,40,dom,
CHOPINA Fryderyka,41,dom,
CHOPINA Fryderyka,42,dom,
CHOPINA Fryderyka,42,drugi budynek,
CHOPINA Fryderyka,43,dom,
CHOPINA Fryderyka,44,dom,
CHOPINA Fryderyka,45,dom,
CHOPINA Fryderyka,47,dom,
CHROBREGO Bolesława,13-25,kamienica,
CHROBREGO Bolesława,27-49,kamienica,
CHROBREGO Bolesława,1,kamienica,
CHROBREGO Bolesława,1A,kamienica,
CHROBREGO Bolesława,2/4/6,kamienica,
CHROBREGO Bolesława,5,kamienica,
CHROBREGO Bolesława,7,kamienica,
CHROBREGO Bolesława,8,kamienica,
CHROBREGO Bolesława,9,kamienica,
CHROBREGO Bolesława,9A,kamienica,
CHROBREGO Bolesława,11,kamienica,
CHROBREGO Bolesława,11,kamienica,
CHROBREGO Bolesława,16,kamienica,
CHROBREGO Bolesława,22,kamienica,
CHROBREGO Bolesława,24,kamienica,
CHROBREGO Bolesława,26,bez 10 A,
CHROBREGO Bolesława,28,kamienica,
CHROBREGO Bolesława,30,kamienica,
CHROBREGO Bolesława,32,kamienica,
CHROBREGO Bolesława,34,kamienica,
CHROBREGO Bolesława,36,kamienica,
CHROBREGO Bolesława,38,kamienica,
CHROBREGO Bolesława,38-50,kamienica,
CHROBREGO Bolesława,40,kamienica,
CHROBREGO Bolesława,42,kamienica,
CHROBREGO Bolesława,44,kamienica,
CHROBREGO Bolesława,46,kamienica,
CHROBREGO Bolesława,48,kamienica,
CHROBREGO Bolesława,50,kamienica,
CHROBREGO Bolesława,51-55,dom,
CHROBREGO Bolesława,52,dom,
CHROBREGO Bolesława,54,dom,
CHROBREGO Bolesława,56,kamienica,
CHROBREGO Bolesława,57/59/61/63,kamienica,
CHROBREGO Bolesława,58,kamienica,
CHROBREGO Bolesława,58 A,kamienica,
CHROBREGO Bolesława,60/62/64/66/70,kamienica,
CHROBREGO Bolesława,80,cmentarz Pomnik Bohaterów Zaspa,1134
CHROBREGO Bolesława,74,kamienica,
CHROBREGO Bolesława,90,kamienica,
CHROBREGO Bolesława,94,kamienica,
CHROBREGO Bolesława,96,kamienica,
CHRZANOWSKIEGO Bernarda,15,dom,
CHRZANOWSKIEGO Bernarda,17,dom,
CHRZANOWSKIEGO Bernarda,19,dom,
CHRZANOWSKIEGO Bernarda,21,dom,
CHRZANOWSKIEGO Bernarda,23,dom,
CHRZANOWSKIEGO Bernarda,25,dom,
CHRZANOWSKIEGO Bernarda,29,dom,
CHRZANOWSKIEGO Bernarda,31,dom,
CHRZANOWSKIEGO Bernarda,33,dom,
CHRZANOWSKIEGO Bernarda,35,dom,
CHRZANOWSKIEGO Bernarda,37,dom,
CHRZANOWSKIEGO Bernarda,39,dom,
CHRZANOWSKIEGO Bernarda,41,dom,
CHRZANOWSKIEGO Bernarda,45,dom,
CHRZANOWSKIEGO Bernarda,47,dom,
CHRZANOWSKIEGO Bernarda,49,dom,
CHRZANOWSKIEGO Bernarda,51,dom,
CHRZANOWSKIEGO Bernarda,53,dom,
CHRZANOWSKIEGO Bernarda,55,dom,
CICHA,2,dom,
CICHA,3,dom,
CICHA,4,dom,
CICHA,8,dom,
CIENISTA,10A,oficyna,
CIENISTA,12A,dom,
CMENTARNA,,CMENTARZ ŻYDOWSKI,1067
CMENTARNA,6,dom,
CMENTARNA,9,dom,
CYSTERSÓW,1,dom,
CYSTERSÓW,2,dom,
CYSTERSÓW,3,dom,
CYSTERSÓW,4,dom,
CYSTERSÓW,6,dom,
CYSTERSÓW,7,dom/przedszkole,
CYSTERSÓW,10,dom,
CYSTERSÓW,12,dom,
CYSTERSÓW,13,szkoła,
CYSTERSÓW,18,zespół pocysterski: Stary i Nowy Palac Opacki,64
CYSTERSÓW,19,zespół pocysterski: Spichlerz Opacki,64
CYSTERSÓW,21,dom,
CYSTERSÓW,,kościół św. Jakuba,490
CZAJKI,1,dom,
CZAJKI,1 A,dom,
CZAJKI,3,dom,
CZAJKI,4,dom,
CZAJKI,6,chałupa rybacka,
CZARNA,2,osiedle domków robotniczych Fundacji dr Abegga ,985
CZARNA,3,osiedle domków robotniczych Fundacji dr Abegga ,985
CZARNA,4,osiedle domków robotniczych Fundacji dr Abegga ,985
CZARNA,5,osiedle domków robotniczych Fundacji dr Abegga ,985
CZARNA,6,osiedle domków robotniczych Fundacji dr Abegga ,985
CZARNA,7,osiedle domków robotniczych Fundacji dr Abegga ,985
CZARNA,8,osiedle domków robotniczych Fundacji dr Abegga ,985
CZARNA,9,osiedle domków robotniczych Fundacji dr Abegga ,985
CZARNA,10,osiedle domków robotniczych Fundacji dr Abegga ,985
CZARNA,11,osiedle domków robotniczych Fundacji dr Abegga ,985
CZARNA,11 A,osiedle domków robotniczych Fundacji dr Abegga ,985
CZERWONY DWÓR,4,dom,
CZERWONY DWÓR,6,dom,
CZERWONY DWÓR,7,dom,
CZERWONY DWÓR,9,dom,
CZERWONY DWÓR,10,dom,
CZERWONY DWÓR,11,dom,
CZOPOWA,5,d. słodownia,541
CZYŻEWSKIEGO Józefa,05,dom,
CZYŻEWSKIEGO Józefa,06,dom,
CZYŻEWSKIEGO Józefa,07,dom,
CZYŻEWSKIEGO Józefa,08,dom,
CZYŻEWSKIEGO Józefa,11,dom,
CZYŻEWSKIEGO Józefa,12 B,dom,
CZYŻEWSKIEGO Józefa,14 A,dom,
CZYŻEWSKIEGO Józefa,14 B,dom,
CZYŻEWSKIEGO Józefa,15 B,dom,
CZYŻEWSKIEGO Józefa,18,dom,
CZYŻEWSKIEGO Józefa,21,dom,
CZYŻEWSKIEGO Józefa,22,dom,
CZYŻEWSKIEGO Józefa,23,dom,
CZYŻEWSKIEGO Józefa,26,dom,
CZYŻEWSKIEGO Józefa,27,dom,
CZYŻEWSKIEGO Józefa,28,dom,
CZYŻEWSKIEGO Józefa,28 A,dom,
CZYŻEWSKIEGO Józefa,29,zespół dworsko-parkowy (dwór, wozownia, oficyna, budynek gosp., piwniczka, park),997
CZYŻEWSKIEGO Józefa,33 A/B/C,Dom Studencki AWFiS,
CZYŻEWSKIEGO Józefa,35 A/B,dom,
CZYŻEWSKIEGO Józefa,36 A/B,dom,
CZYŻEWSKIEGO Józefa,37 A/B,dom,
CZYŻEWSKIEGO Józefa,38 A/B,dom,
CZYŻEWSKIEGO Józefa,39 A/B/C,dom,
CZYŻEWSKIEGO Józefa,,kapliczka przydrożna [naprzeciwko nr 18],
DALEKA,1,dom,
DALEKA,3,dom,
DALEKA,7,dom,
DANUSI,1,kamienica,
DANUSI,2 A,kamienica,
DANUSI,4 B,kamienica,
DANUSI,4 C,kamienica,
DANUSI,5,kamienica,
DANUSI,6,kamienica,
DANUSI,7,kamienica,
DĄBROWSKIEGO Henryka gen.,,pomnik żołnierzy rosyjskich z XIX w,
DĄBROWSKIEGO Henryka gen.,2,cmentarz garnizonowy, dom dozorcy, kaplica cmentarna,1063
DE GAULLE'A gen.,2,kamienica,
DE GAULLE'A gen.,3,kamienica,
DE GAULLE'A gen.,3A,kamienica,
DE GAULLE'A gen.,4,kamienica,
DE GAULLE'A gen.,4A,kamienica,
DE GAULLE'A gen.,5,kamienica,
DE GAULLE'A gen.,5A,kamienica,
DE GAULLE'A gen.,6A,kamienica,
DE GAULLE'A gen.,9,kamienica,
DE GAULLE'A gen.,10,kamienica,
DE GAULLE'A gen.,11,kamienica,
DE GAULLE'A gen.,12,kamienica,
DE GAULLE'A gen.,13,kamienica,
DE GAULLE'A gen.,14,kamienica,
DE PLELO Roberta,6,dom,
DEKERTA Jana,1,kamienica,
DEKERTA Jana,2,dom,
DEKERTA Jana,3,dom,
DEKERTA Jana,4/4A,dom,
DEKERTA Jana,5,dom,
DEKERTA Jana,7,dom,
DEOTYMY,1-13,kamienica,
DEOTYMY,2-14,kamienica,
DERDOWSKIEGO Jarosza Henryka,4,dom,
DERDOWSKIEGO Jarosza Henryka,8,dom,
DERDOWSKIEGO Jarosza Henryka,8 A,dom,
DERDOWSKIEGO Jarosza Henryka,9,dom,
DERDOWSKIEGO Jarosza Henryka,9 A,dom,
DERDOWSKIEGO Jarosza Henryka,10,dom,
DERDOWSKIEGO Jarosza Henryka,10 A,dom,
DERDOWSKIEGO Jarosza Henryka,10 B,dom,
DERDOWSKIEGO Jarosza Henryka,12,dom,
DERDOWSKIEGO Jarosza Henryka,14,dom,
DERDOWSKIEGO Jarosza Henryka,15,dom,
DERDOWSKIEGO Jarosza Henryka,16,dom,
DERDOWSKIEGO Jarosza Henryka,18,dom,
DERDOWSKIEGO Jarosza Henryka,19,dom,
DERDOWSKIEGO Jarosza Henryka,23,dom,
DERDOWSKIEGO Jarosza Henryka,24,dom,
DERDOWSKIEGO Jarosza Henryka,25,dom,
DERDOWSKIEGO Jarosza Henryka,26,dom,
DERDOWSKIEGO Jarosza Henryka,27/27A,dom,
DERDOWSKIEGO Jarosza Henryka,29,budynek mieszkalny,
DERDOWSKIEGO Jarosza Henryka,30,budynek mieszkalny,
DERDOWSKIEGO Jarosza Henryka,31,budynek mieszkalny,
DĘBINKI,1 k.,Specjalistyczne Centrum Stomatologiczne Akademii Medycznej, d. willa Alberta Forstera,
DĘBINKI,1B,dom mieszkalny-ob.przedszkole Akademii Med.,
DĘBINKI,1Bk.,schron,
DĘBINKI,2,dom mieszkalny- ob.żłobek nr 12,
DĘBINKI,3,dom mieszkalny-willa ,
DĘBINKI,7,dom mieszkalny-ob.Przych. Akademii Med.,
DĘBINKI,7B,Zespół Akademii Medycznej,
DĘBINKI,7B (paw.2),Klinika Chirurgii Urazowej ,Ogólnej,Neurologii Akade.Med.-d.budynek salowy,
DĘBINKI,7B (paw. 3),Zakład Ansrezjologii i Reanimacji Akademii Medycznej-d.bud.operacyjny,
DĘBINKI,7B (paw. 4),Klinika Chirurgiii Klatki Pier.,Chirurgii szczękowej,radioterapii w zes.Akad.Med.,
DĘBINKI,7B (paw. 5),Zakład Rentgenodiagnostyki w zesp. Akad. Medycznej,
DĘBINKI,7B (paw. 6),Zakład Rehabilitacji Telegametrapii ,Labor.Dyżurne-bud. d. łaźni,
DĘBINKI,7,patrz. Małachowskiego 4,
DĘBINKI,7,bud. szkoły (mapa - Dębinki 1),
DĘBINKI,7,przedszkole,
DĘBINKI,7,schron,
DĘBINKI,7,szkoła/przych. zdr.,
DĘBINKI,7,dom,
DĘBINKI,7,szpital (pawilon nr 16 - laryngologia),
DĘBINKI,7,szpital (pawilon nr 17 - laryngologia),
DĘBINKI,7,laborat. (stacja sanitarno-epidemiologiczna),
DĘBINKI,7,bud. biur./garaż (stacja sanitarno-epidemiologiczna),
DĘBINKI,7,brama, ogrodzenie od ul. Smoluchowskiego,
DĘBINKI,7,nieużytkowany, schron (pawilon 19 k.),
DĘBINKI,7,szpital - b. główny (pawilon nr 1),
DĘBINKI,7,szpital (pawilon nr 2 - chirurgia),
DĘBINKI,7,portiernia (pawilon nr 42),
DĘBINKI,7,szpital (pawilon nr 3),
DĘBINKI,7,szpital (pawilon nr 4 - chirurgia i onkologia),
DĘBINKI,7,szpital (pawilon nr 5 - diagnostyka inwazyjna) ,
DĘBINKI,7,magazyn/szpital (pawilon nr 9A),
DĘBINKI,7,bud. biur.(pawilon nr 9 - administracja),
DĘBINKI,7,komin,
DĘBINKI,7,kotłownia,
DĘBINKI,7,magazyn (pawilon nr 10),
DĘBINKI,7,spalarnia (pawilon nr 10?),
DĘBINKI,7,szpital (pawilon nr 8 - choroby serca),
DĘBINKI,7,szpital (pawilon nr 13 - diabetologia),
DĘBINKI,7,szpital (pawilon nr 14 - soczewki kontaktowe),
DĘBINKI,7,nieużytkowany, schron (pawilon 16 k.),
DĘBINKI,7A,szpital (pawilon nr 15 [1] - choroby oczu),
DĘBINKI,3,dom,
DĘBINKI,7,nieużytkowany, d. dom (pawilon 35),
DĘBINKI,7,szpital (pawilon 31 - d. zakład medycyny sądowej),
DĘBOWA ,2A,dom,
DICKENSA Karola,2,dom,
DICKENSA Karola,4,dom,
DICKMANA Arenda,1,dom,
DICKMANA Arenda,2,dom,
DICKMANA Arenda,3,dom,
DICKMANA Arenda,4,dom,
DICKMANA Arenda,5,dom,
DICKMANA Arenda,11,dom,
DICKMANA Arenda,11 A,dom,
DICKMANA Arenda,11 B,dom,
DICKMANA Arenda,14/15,dom,
DICKMANA Arenda,16,kamienica,
DICKMANA Arenda,18,dom,
DICKMANA Arenda,19,dom,
DICKMANA Arenda,20,dom,
DICKMANA Arenda,21,dom,
DICKMANA Arenda,22,dom,
DICKMANA Arenda,23,dom,
DŁUGA,,ZŁOTA BRAMA,435
DŁUGA,1,kamienica,
DŁUGA,2 (2/3),kamienica,
DŁUGA,3 (2/3),kamienica,582
DŁUGA,4,kamienica,583
DŁUGA,5,kamienica,
DŁUGA,6 (6/8),kamienica,
DŁUGA,7 (6/8),kamienica,
DŁUGA,8 (6/8),kamienica,
DŁUGA,9  (9/10),kamienica,
DŁUGA,10 (9/10),kamienica,584
DŁUGA,11,kamienica,
DŁUGA,12,kamienica Dom Uphagena,423
DŁUGA,13(13-15),kamienica ,585
DŁUGA,14 (13/15),kamienica,
DŁUGA,15 (13/15),kamienica,
DŁUGA,16 (16/17),kamienica,
DŁUGA,17 (16/17),kamienica,
DŁUGA,18 (18/19),kamienica,586
DŁUGA,19 (18/19),kamienica,
DŁUGA,20 (20/21),kamienica,
DŁUGA,21 (20/21),kamienica,
DŁUGA,23/25,poczta,
DŁUGA,26,kamienica,
DŁUGA,27,kamienica,
DŁUGA,28,kamienica,497
DŁUGA,29,kamienica, ob. poczta,498
DŁUGA,30 (30/31),kamienica,499
DŁUGA,31 (30/31),kamienica,
DŁUGA,32,kamienica,500
DŁUGA,33 (33/34),kamienica,587
DŁUGA,34 (33/34),kamienica,501
DŁUGA,35,kamienica Lwi zamek,414
DŁUGA,36,kamienica,588
DŁUGA,37,kamienica,502
DŁUGA,38,kamienica z oficyną,531
DŁUGA,39,kamienica,
DŁUGA,40 (40/42),kamienica,589
DŁUGA,41 ( 40/42),kamienica,
DŁUGA,42 (40/42),kamienica,590
DŁUGA,43,kamienica,626
DŁUGA,44,kamienica,627
DŁUGA,45,kamienica Connertów, Schumannów,503
DŁUGA,46,Ratusz Gł. Miasta,119
DŁUGA,47 (47/49),kamienica,530
DŁUGA,48 (47/49),kamienica,
DŁUGA,49 (47/49),kamienica,
DŁUGA,50 (50/51),kamienica,
